Student_ID,Registration_No,Name,Gender,Intake,Degree_ID,Current_Year,Current_Semester,Current_SGPA,Previous_SGPA,FGPA,Attendance_Percentage,Attendance_Approved,Fee_Paid,Exam_Eligibility,Repeated_Courses,Student_Status,Academic_Risk
S1571,D/COE/25/1581,Student_1571,Female,42,D003,1,2,3.84,3.9714,3.9073,80,No,Yes,Eligible,0,Completed,Low Risk
S1572,D/BCS/25/1582,Student_1572,Male,41,D002,2,4,3.7684,3.84,3.8231,79,Yes,Yes,Eligible,0,Completed,Low Risk
S1573,D/BSE/25/1583,Student_1573,Female,39,D001,4,7,3.3375,3.524,3.3745,89,No,Yes,Eligible,0,Completed,Low Risk
S1574,D/COE/25/1584,Student_1574,Female,40,D003,3,5,4.0,4.0,3.8425,79,No,Yes,Not Eligible,0,Completed,Low Risk
S1575,D/COE/25/1585,Student_1575,Female,42,D003,1,1,3.8143,0.0,3.8143,75,No,Yes,Not Eligible,0,Completed,Low Risk
S1576,D/BSE/25/1586,Student_1576,Male,42,D001,1,2,3.1167,2.6,2.8385,94,No,Yes,Eligible,0,Completed,Medium Risk
S1577,D/BSE/25/1587,Student_1577,Male,41,D001,2,4,3.7,3.8,3.6397,78,No,Yes,Not Eligible,0,Completed,Low Risk
S1578,D/DBA/25/1588,Student_1578,Male,42,D004,1,1,3.8375,0.0,3.8375,79,No,Yes,Not Eligible,0,Completed,Low Risk
S1579,D/BSE/25/1589,Student_1579,Male,39,D001,4,7,3.5875,3.844,3.6497,97,No,Yes,Eligible,0,Completed,Low Risk
S1580,D/BSE/25/1590,Student_1580,Male,40,D001,3,5,3.9769,4.0,3.974,100,No,Yes,Eligible,0,Completed,Low Risk
S1581,D/BSE/25/1591,Student_1581,Male,40,D001,3,6,3.552,3.2231,3.4612,88,No,Yes,Eligible,0,Completed,Low Risk
S1582,D/COE/25/1592,Student_1582,Male,42,D003,1,1,3.6333,0.0,3.6333,97,No,Yes,Eligible,0,Completed,Low Risk
S1583,D/COE/25/1593,Student_1583,Male,39,D003,4,8,3.82,2.9905,2.9198,80,No,Yes,Eligible,0,Completed,Medium Risk
S1584,D/BSE/25/1594,Student_1584,Male,41,D001,2,4,3.2316,2.73,3.0987,85,No,Yes,Eligible,0,Completed,Low Risk
S1585,D/BSE/25/1595,Student_1585,Male,42,D001,1,2,3.1722,3.3333,3.259,91,No,Yes,Eligible,0,Completed,Low Risk
S1586,D/BSE/25/1596,Student_1586,Female,42,D001,1,1,1.8905,0.0,1.8905,88,No,Yes,Eligible,1,Not Completed,Medium Risk
S1587,D/DBA/25/1597,Student_1587,Male,39,D004,4,7,3.9231,4.0,3.8962,93,No,Yes,Eligible,0,Completed,Low Risk
S1588,D/COE/25/1598,Student_1588,Female,40,D003,3,6,3.116,3.2481,3.3122,84,No,Yes,Eligible,1,Not Completed,Low Risk
S1589,D/BSE/25/1599,Student_1589,Male,42,D001,1,1,3.781,0.0,3.781,75,No,Yes,Not Eligible,0,Completed,Low Risk
S1590,D/BSE/25/1600,Student_1590,Female,41,D001,2,4,3.8789,3.93,3.8872,73,No,Yes,Not Eligible,0,Completed,Low Risk
S1591,D/COE/25/1601,Student_1591,Male,39,D003,4,8,3.48,2.7381,2.721,81,No,Yes,Eligible,1,Not Completed,Medium Risk
S1592,D/BSE/25/1602,Student_1592,Male,41,D001,2,3,1.74,1.7444,2.0254,78,No,Yes,Not Eligible,4,Not Completed,High Risk
S1593,D/BCS/25/1603,Student_1593,Female,40,D002,3,6,3.5269,3.3615,3.4654,94,No,Yes,Eligible,0,Completed,Low Risk
S1594,D/BCS/25/1604,Student_1594,Male,41,D002,2,4,4.0,3.9,3.9372,93,No,Yes,Eligible,0,Completed,Low Risk
S1595,D/BCS/25/1605,Student_1595,Male,42,D002,1,2,3.6278,3.481,3.5487,82,No,Yes,Eligible,0,Completed,Low Risk
S1596,D/BCS/25/1606,Student_1596,Female,42,D002,1,1,3.581,0.0,3.581,100,No,Yes,Eligible,0,Completed,Low Risk
S1597,D/ICT/25/1607,Student_1597,Male,41,D005,2,4,3.3818,2.9913,3.0821,84,No,Yes,Eligible,0,Completed,Low Risk
S1598,D/BSE/25/1608,Student_1598,Male,40,D001,3,6,3.776,3.8692,3.8961,85,No,Yes,Eligible,0,Completed,Low Risk
S1599,D/DBA/25/1609,Student_1599,Female,41,D004,2,4,3.3571,3.6556,3.44,81,No,Yes,Eligible,0,Completed,Low Risk
S1600,D/COE/25/1610,Student_1600,Male,42,D003,1,2,2.425,2.9095,2.6732,67,Yes,Yes,Eligible,0,Completed,Medium Risk
S1601,D/DBA/25/1611,Student_1601,Female,41,D004,2,3,2.4944,3.1118,2.8039,71,No,Yes,Not Eligible,0,Completed,Medium Risk
S1602,D/BCS/25/1612,Student_1602,Male,41,D002,2,3,3.48,3.3389,3.5017,80,No,Yes,Eligible,0,Completed,Low Risk
S1603,D/COE/25/1613,Student_1603,Male,40,D003,3,6,3.388,3.1037,3.3305,89,No,Yes,Eligible,1,Not Completed,Low Risk
S1604,D/COE/25/1614,Student_1604,Male,40,D003,3,5,3.3037,3.4158,3.3755,74,No,Yes,Not Eligible,0,Completed,Low Risk
S1605,D/DBA/25/1615,Student_1605,Male,41,D004,2,3,3.5222,3.9471,3.7471,69,No,Yes,Not Eligible,0,Completed,Low Risk
S1606,D/BSE/25/1616,Student_1606,Male,41,D001,2,3,3.9,3.9833,3.9458,83,No,Yes,Eligible,0,Completed,Low Risk
S1607,D/ICT/25/1617,Student_1607,Female,40,D005,3,6,4.0,4.0,3.9891,91,No,Yes,Eligible,0,Completed,Low Risk
S1608,D/DBA/25/1618,Student_1608,Male,41,D004,2,3,3.95,4.0,3.9549,85,No,Yes,Eligible,0,Completed,Low Risk
S1609,D/BSE/25/1619,Student_1609,Female,42,D001,1,1,3.7905,0.0,3.7905,100,No,Yes,Eligible,0,Completed,Low Risk
S1610,D/COE/25/1620,Student_1610,Male,39,D003,4,8,4.0,3.9048,3.9192,81,No,Yes,Eligible,0,Completed,Low Risk
S1611,D/COE/25/1621,Student_1611,Female,42,D003,1,2,3.025,3.2524,3.1415,95,No,Yes,Eligible,0,Completed,Low Risk
S1612,D/ICT/25/1622,Student_1612,Male,41,D005,2,3,3.4348,3.43,3.5032,79,No,Yes,Not Eligible,0,Completed,Low Risk
S1613,D/BSE/25/1623,Student_1613,Female,40,D001,3,5,3.7769,3.9211,3.8346,86,No,Yes,Eligible,0,Completed,Low Risk
S1614,D/BSE/25/1624,Student_1614,Male,41,D001,2,3,4.0,4.0,4.0,92,No,Yes,Eligible,0,Completed,Low Risk
S1615,D/BCS/25/1625,Student_1615,Male,42,D002,1,2,3.9667,3.9048,3.9333,70,Yes,Yes,Eligible,0,Completed,Low Risk
S1616,D/COE/25/1626,Student_1616,Female,40,D003,3,6,2.64,2.7148,2.7069,73,No,Yes,Not Eligible,2,Not Completed,High Risk
S1617,D/ICT/25/1627,Student_1617,Male,42,D005,1,1,3.7263,0.0,3.7263,80,No,Yes,Eligible,0,Completed,Low Risk
S1618,D/BCS/25/1628,Student_1618,Female,42,D002,1,1,3.4238,0.0,3.4238,75,No,Yes,Not Eligible,0,Completed,Low Risk
S1619,D/BCS/25/1629,Student_1619,Male,40,D002,3,5,2.6231,3.0316,2.7019,89,No,Yes,Eligible,1,Not Completed,Medium Risk
S1620,D/COE/25/1630,Student_1620,Male,40,D003,3,6,3.444,3.1815,3.2748,73,No,Yes,Not Eligible,0,Completed,Low Risk
S1621,D/COE/25/1631,Student_1621,Female,42,D003,1,2,3.34,3.3143,3.3268,82,No,Yes,Eligible,0,Completed,Low Risk
S1622,D/BCS/25/1632,Student_1622,Male,41,D002,2,4,3.9526,3.9,3.9628,100,No,Yes,Eligible,0,Completed,Low Risk
S1623,D/DBA/25/1633,Student_1623,Male,42,D004,1,2,3.3,3.1063,3.2061,94,No,Yes,Eligible,0,Completed,Low Risk
S1624,D/COE/25/1634,Student_1624,Male,40,D003,3,6,2.88,2.5185,2.6954,97,No,Yes,Eligible,2,Not Completed,High Risk
S1625,D/BSE/25/1635,Student_1625,Male,42,D001,1,1,3.4381,0.0,3.4381,93,No,Yes,Eligible,0,Completed,Low Risk
S1626,D/BCS/25/1636,Student_1626,Female,40,D002,3,5,3.6154,3.7316,3.5269,87,No,Yes,Eligible,0,Completed,Low Risk
S1627,D/BCS/25/1637,Student_1627,Male,40,D002,3,6,3.2654,3.2692,3.2946,78,Yes,Yes,Eligible,0,Completed,Low Risk
S1628,D/ICT/25/1638,Student_1628,Male,41,D005,2,3,2.587,3.125,2.7758,92,No,Yes,Eligible,0,Completed,Medium Risk
S1629,D/BSE/25/1639,Student_1629,Male,40,D001,3,5,3.5154,3.4789,3.4173,77,Yes,Yes,Eligible,0,Completed,Low Risk
S1630,D/ICT/25/1640,Student_1630,Male,39,D005,4,7,3.6375,4.0,3.703,97,No,Yes,Eligible,0,Completed,Low Risk
S1631,D/DBA/25/1641,Student_1631,Male,42,D004,1,2,3.8118,3.7125,3.7636,88,No,Yes,Eligible,0,Completed,Low Risk
S1632,D/BCS/25/1642,Student_1632,Male,41,D002,2,4,3.5316,3.21,3.3795,93,No,Yes,Eligible,0,Completed,Low Risk
S1633,D/BSE/25/1643,Student_1633,Male,42,D001,1,1,2.8095,0.0,2.8095,87,No,Yes,Eligible,0,Completed,Medium Risk
S1634,D/BSE/25/1644,Student_1634,Male,40,D001,3,5,3.6462,3.5632,3.499,82,No,Yes,Eligible,0,Completed,Low Risk
S1635,D/BSE/25/1645,Student_1635,Female,42,D001,1,1,3.9333,0.0,3.9333,84,No,Yes,Eligible,0,Completed,Low Risk
S1636,D/DBA/25/1646,Student_1636,Female,39,D004,4,7,3.7923,3.7143,3.7542,75,Yes,Yes,Eligible,0,Completed,Low Risk
S1637,D/COE/25/1647,Student_1637,Male,41,D003,2,3,3.9684,3.94,3.97,81,No,Yes,Eligible,0,Completed,Low Risk
S1638,D/COE/25/1648,Student_1638,Female,40,D003,3,5,3.7259,3.8947,3.833,75,No,Yes,Not Eligible,0,Completed,Low Risk
S1639,D/BSE/25/1649,Student_1639,Female,42,D001,1,1,2.6714,0.0,2.6714,82,No,Yes,Eligible,0,Completed,Medium Risk
S1640,D/BSE/25/1650,Student_1640,Female,39,D001,4,8,3.06,3.375,3.2119,80,No,Yes,Eligible,0,Completed,Low Risk
S1641,D/BSE/25/1651,Student_1641,Male,41,D001,2,3,3.6,3.6167,3.6966,82,No,Yes,Eligible,0,Completed,Low Risk
S1642,D/DBA/25/1652,Student_1642,Male,42,D004,1,2,3.3529,3.3188,3.3364,76,No,Yes,Not Eligible,0,Completed,Low Risk
S1643,D/BCS/25/1653,Student_1643,Female,40,D002,3,6,3.4346,3.6308,3.5408,94,No,Yes,Eligible,0,Completed,Low Risk
S1644,D/ICT/25/1654,Student_1644,Female,42,D005,1,2,3.555,2.9789,3.2744,79,No,Yes,Not Eligible,0,Completed,Low Risk
S1645,D/COE/25/1655,Student_1645,Male,42,D003,1,1,3.0429,0.0,3.0429,95,No,Yes,Eligible,0,Completed,Low Risk
S1646,D/COE/25/1656,Student_1646,Male,41,D003,2,3,3.3579,3.375,3.3683,81,No,Yes,Eligible,0,Completed,Low Risk
S1647,D/DBA/25/1657,Student_1647,Female,41,D004,2,4,4.0,3.7722,3.9369,76,No,Yes,Not Eligible,0,Completed,Low Risk
S1648,D/BCS/25/1658,Student_1648,Female,42,D002,1,2,2.5333,3.0762,2.8256,78,Yes,Yes,Eligible,0,Completed,Medium Risk
S1649,D/ICT/25/1659,Student_1649,Male,41,D005,2,4,3.5727,3.7739,3.5917,72,No,Yes,Not Eligible,0,Completed,Low Risk
S1650,D/COE/25/1660,Student_1650,Male,39,D003,4,7,3.5476,3.356,3.3941,93,No,Yes,Eligible,0,Completed,Low Risk
S1651,D/COE/25/1661,Student_1651,Male,41,D003,2,4,3.5053,2.9737,3.2468,82,No,Yes,Eligible,0,Completed,Low Risk
S1652,D/BCS/25/1662,Student_1652,Female,40,D002,3,5,2.8462,3.4474,3.2356,100,No,Yes,Eligible,0,Completed,Low Risk
S1653,D/BSE/25/1663,Student_1653,Female,42,D001,1,1,2.4333,0.0,2.4333,81,No,Yes,Eligible,0,Completed,Medium Risk
S1654,D/BSE/25/1664,Student_1654,Male,41,D001,2,3,3.28,3.1611,3.2729,92,No,Yes,Eligible,0,Completed,Low Risk
S1655,D/BSE/25/1665,Student_1655,Male,40,D001,3,5,3.3538,3.0737,3.224,71,No,Yes,Not Eligible,0,Completed,Low Risk
S1656,D/BCS/25/1666,Student_1656,Male,40,D002,3,6,3.6923,3.7692,3.6515,90,No,Yes,Eligible,0,Completed,Low Risk
S1657,D/BSE/25/1667,Student_1657,Male,42,D001,1,2,3.6167,3.7429,3.6846,91,No,Yes,Eligible,0,Completed,Low Risk
S1658,D/DBA/25/1668,Student_1658,Male,40,D004,3,5,3.6263,3.7143,3.7524,59,No,Yes,Not Eligible,0,Completed,Low Risk
S1659,D/BCS/25/1669,Student_1659,Female,42,D002,1,2,4.0,3.9333,3.9641,86,No,Yes,Eligible,0,Completed,Low Risk
S1660,D/BSE/25/1670,Student_1660,Female,41,D001,2,3,3.51,3.4667,3.3831,92,No,No,Not Eligible,0,Completed,Low Risk
S1661,D/BCS/25/1671,Student_1661,Male,41,D002,2,3,3.67,3.7556,3.6254,77,No,Yes,Not Eligible,0,Completed,Low Risk
S1662,D/DBA/25/1672,Student_1662,Female,41,D004,2,3,3.1278,2.9059,2.9863,68,No,Yes,Not Eligible,0,Completed,Medium Risk
S1663,D/BCS/25/1673,Student_1663,Male,40,D002,3,5,4.0,4.0,3.95,84,No,Yes,Eligible,0,Completed,Low Risk
S1664,D/COE/25/1674,Student_1664,Female,40,D003,3,5,3.1481,3.4684,3.3387,97,No,Yes,Eligible,1,Not Completed,Low Risk
S1665,D/DBA/25/1675,Student_1665,Male,39,D004,4,8,4.0,3.2846,3.4879,91,No,Yes,Eligible,0,Completed,Low Risk
S1666,D/BSE/25/1676,Student_1666,Male,39,D001,4,8,4.0,3.5375,3.4244,85,No,Yes,Eligible,0,Completed,Low Risk
S1667,D/ICT/25/1677,Student_1667,Male,42,D005,1,2,3.805,3.8789,3.841,96,No,Yes,Eligible,0,Completed,Low Risk
S1668,D/ICT/25/1678,Student_1668,Female,42,D005,1,1,2.1105,0.0,2.1105,90,No,Yes,Eligible,1,Not Completed,Medium Risk
S1669,D/ICT/25/1679,Student_1669,Male,42,D005,1,1,3.3053,0.0,3.3053,93,No,Yes,Eligible,0,Completed,Low Risk
S1670,D/BSE/25/1680,Student_1670,Male,42,D001,1,1,3.6857,0.0,3.6857,94,No,Yes,Eligible,0,Completed,Low Risk
S1671,D/DBA/25/1681,Student_1671,Male,40,D004,3,6,4.0,3.8895,3.9714,72,No,Yes,Not Eligible,0,Completed,Low Risk
S1672,D/BSE/25/1682,Student_1672,Male,39,D001,4,7,3.875,3.816,3.7862,79,No,Yes,Not Eligible,0,Completed,Low Risk
S1673,D/COE/25/1683,Student_1673,Male,41,D003,2,4,3.1474,3.0474,2.9785,75,No,Yes,Not Eligible,0,Completed,Medium Risk
S1674,D/ICT/25/1684,Student_1674,Male,42,D005,1,2,2.945,2.7526,2.8513,84,No,Yes,Eligible,1,Not Completed,Medium Risk
S1675,D/BCS/25/1685,Student_1675,Male,42,D002,1,1,2.9476,0.0,2.9476,80,No,Yes,Eligible,0,Completed,Medium Risk
S1676,D/COE/25/1686,Student_1676,Female,40,D003,3,6,3.896,3.8074,3.7435,84,No,No,Not Eligible,0,Completed,Low Risk
S1677,D/ICT/25/1687,Student_1677,Male,42,D005,1,1,2.5842,0.0,2.5842,78,No,Yes,Not Eligible,0,Completed,Medium Risk
S1678,D/ICT/25/1688,Student_1678,Male,39,D005,4,8,2.7933,2.6167,2.4161,83,No,Yes,Eligible,3,Not Completed,High Risk
S1679,D/ICT/25/1689,Student_1679,Female,42,D005,1,1,2.4895,0.0,2.4895,94,No,Yes,Eligible,0,Completed,Medium Risk
S1680,D/COE/25/1690,Student_1680,Male,40,D003,3,6,3.372,3.4111,3.5977,87,No,Yes,Eligible,0,Completed,Low Risk
S1681,D/BSE/25/1691,Student_1681,Male,41,D001,2,4,3.9211,3.81,3.8282,93,No,Yes,Eligible,0,Completed,Low Risk
S1682,D/BSE/25/1692,Student_1682,Male,39,D001,4,7,2.8375,3.148,2.9055,87,No,Yes,Eligible,0,Completed,Medium Risk
S1683,D/BSE/25/1693,Student_1683,Male,39,D001,4,8,2.82,3.5375,3.2288,75,No,Yes,Not Eligible,0,Completed,Low Risk
S1684,D/BSE/25/1694,Student_1684,Female,42,D001,1,1,3.5238,0.0,3.5238,91,No,Yes,Eligible,0,Completed,Low Risk
S1685,D/ICT/25/1695,Student_1685,Male,41,D005,2,3,2.9261,2.83,2.9113,91,No,Yes,Eligible,0,Completed,Medium Risk
S1686,D/BCS/25/1696,Student_1686,Female,42,D002,1,1,3.3095,0.0,3.3095,87,No,Yes,Eligible,0,Completed,Low Risk
S1687,D/BSE/25/1697,Student_1687,Male,41,D001,2,3,2.68,2.6833,2.7661,89,No,Yes,Eligible,1,Not Completed,Medium Risk
S1688,D/BSE/25/1698,Student_1688,Male,41,D001,2,4,3.3421,3.17,3.2385,91,No,Yes,Eligible,0,Completed,Low Risk
S1689,D/COE/25/1699,Student_1689,Female,40,D003,3,6,3.652,3.5481,3.6794,83,No,Yes,Eligible,0,Completed,Low Risk
S1690,D/BSE/25/1700,Student_1690,Male,42,D001,1,2,3.5111,3.8714,3.7051,98,No,Yes,Eligible,0,Completed,Low Risk
S1691,D/ICT/25/1701,Student_1691,Male,41,D005,2,3,3.6478,3.535,3.65,67,Yes,Yes,Eligible,0,Completed,Low Risk
S1692,D/COE/25/1702,Student_1692,Male,42,D003,1,2,1.735,1.9048,1.822,78,No,No,Not Eligible,3,Not Completed,High Risk
S1693,D/COE/25/1703,Student_1693,Female,42,D003,1,2,3.545,3.3476,3.4439,100,No,Yes,Eligible,0,Completed,Low Risk
S1694,D/DBA/25/1704,Student_1694,Female,41,D004,2,4,3.7929,3.85,3.7785,85,No,Yes,Eligible,0,Completed,Low Risk
S1695,D/BSE/25/1705,Student_1695,Male,41,D001,2,3,3.47,3.7111,3.5407,96,No,Yes,Eligible,0,Completed,Low Risk
S1696,D/BSE/25/1706,Student_1696,Male,40,D001,3,6,3.332,3.1154,3.2853,76,No,Yes,Not Eligible,0,Completed,Low Risk
S1697,D/BSE/25/1707,Student_1697,Female,39,D001,4,7,3.675,3.656,3.5559,82,No,Yes,Eligible,0,Completed,Low Risk
S1698,D/BCS/25/1708,Student_1698,Male,41,D002,2,3,3.36,3.3389,3.2949,95,No,Yes,Eligible,0,Completed,Low Risk
S1699,D/BSE/25/1709,Student_1699,Male,39,D001,4,8,4.0,3.5,3.6837,75,No,Yes,Not Eligible,0,Completed,Low Risk
S1700,D/BCS/25/1710,Student_1700,Male,41,D002,2,4,3.6263,3.2,3.3359,80,No,Yes,Eligible,0,Completed,Low Risk
S1701,D/BCS/25/1711,Student_1701,Female,42,D002,1,2,3.9333,3.9333,3.9333,87,No,Yes,Eligible,0,Completed,Low Risk
S1702,D/BCS/25/1712,Student_1702,Male,39,D002,4,7,3.4778,3.6462,3.573,86,No,Yes,Eligible,0,Completed,Low Risk
S1703,D/DBA/25/1713,Student_1703,Male,41,D004,2,3,3.6111,3.5235,3.5706,86,No,Yes,Eligible,0,Completed,Low Risk
S1704,D/ICT/25/1714,Student_1704,Female,41,D005,2,4,3.5364,3.5565,3.575,67,No,Yes,Not Eligible,0,Completed,Low Risk
S1705,D/ICT/25/1715,Student_1705,Male,40,D005,3,6,4.0,3.87,3.9309,81,No,Yes,Eligible,0,Completed,Low Risk
S1706,D/BSE/25/1716,Student_1706,Male,40,D001,3,6,2.396,2.1,2.0597,85,No,Yes,Eligible,6,Not Completed,High Risk
S1707,D/BCS/25/1717,Student_1707,Male,41,D002,2,3,2.77,2.4111,2.8678,91,No,Yes,Eligible,0,Completed,Medium Risk
S1708,D/BSE/25/1718,Student_1708,Male,40,D001,3,5,3.7308,3.1263,3.5279,81,No,Yes,Eligible,0,Completed,Low Risk
S1709,D/BCS/25/1719,Student_1709,Male,42,D002,1,1,3.5238,0.0,3.5238,69,No,Yes,Not Eligible,0,Completed,Low Risk
S1710,D/COE/25/1720,Student_1710,Female,42,D003,1,2,3.19,3.2286,3.2098,82,No,Yes,Eligible,0,Completed,Low Risk
S1711,D/BSE/25/1721,Student_1711,Female,41,D001,2,4,2.4684,2.23,2.491,87,No,Yes,Eligible,1,Not Completed,Medium Risk
S1712,D/BSE/25/1722,Student_1712,Female,41,D001,2,4,2.4316,2.03,2.2385,100,No,Yes,Eligible,4,Not Completed,High Risk
S1713,D/BCS/25/1723,Student_1713,Male,41,D002,2,4,3.0895,3.3,3.2628,91,No,Yes,Eligible,1,Not Completed,Low Risk
S1714,D/BSE/25/1724,Student_1714,Male,42,D001,1,1,3.2381,0.0,3.2381,93,No,Yes,Eligible,0,Completed,Low Risk
S1715,D/ICT/25/1725,Student_1715,Male,39,D005,4,8,3.54,3.7417,3.6114,75,Yes,Yes,Eligible,0,Completed,Low Risk
S1716,D/COE/25/1726,Student_1716,Male,41,D003,2,4,3.9684,3.9684,3.9848,93,No,Yes,Eligible,0,Completed,Low Risk
S1717,D/DBA/25/1727,Student_1717,Male,41,D004,2,4,4.0,3.8333,3.9538,85,No,Yes,Eligible,0,Completed,Low Risk
S1718,D/COE/25/1728,Student_1718,Female,41,D003,2,4,3.0684,3.5053,3.1203,91,No,Yes,Eligible,1,Not Completed,Low Risk
S1719,D/BSE/25/1729,Student_1719,Male,40,D001,3,5,2.0538,1.9579,1.9567,89,No,Yes,Eligible,6,Not Completed,High Risk
S1720,D/DBA/25/1730,Student_1720,Male,40,D004,3,5,3.3053,3.1571,3.2964,65,No,Yes,Not Eligible,0,Completed,Low Risk
S1721,D/BCS/25/1731,Student_1721,Male,39,D002,4,7,3.7444,3.9231,3.7642,75,No,Yes,Not Eligible,0,Completed,Low Risk
S1722,D/COE/25/1732,Student_1722,Female,41,D003,2,3,3.8526,3.64,3.6967,82,No,Yes,Eligible,0,Completed,Low Risk
S1723,D/BSE/25/1733,Student_1723,Female,42,D001,1,2,2.8,3.1952,3.0128,80,No,Yes,Eligible,0,Completed,Low Risk
S1724,D/ICT/25/1734,Student_1724,Female,41,D005,2,4,3.9182,3.8783,3.8929,87,No,Yes,Eligible,0,Completed,Low Risk
S1725,D/BCS/25/1735,Student_1725,Male,41,D002,2,4,3.3737,3.06,3.2141,82,No,Yes,Eligible,0,Completed,Low Risk
S1726,D/DBA/25/1736,Student_1726,Male,40,D004,3,5,3.4105,3.8143,3.6298,78,Yes,Yes,Eligible,0,Completed,Low Risk
S1727,D/BSE/25/1737,Student_1727,Male,40,D001,3,5,3.4154,3.0632,3.3615,99,No,Yes,Eligible,0,Completed,Low Risk
S1728,D/COE/25/1738,Student_1728,Male,41,D003,2,3,3.2421,2.91,3.0817,81,No,Yes,Eligible,1,Not Completed,Low Risk
S1729,D/BCS/25/1739,Student_1729,Female,41,D002,2,4,2.8105,2.74,3.0256,88,No,Yes,Eligible,0,Completed,Low Risk
S1730,D/BCS/25/1740,Student_1730,Male,39,D002,4,7,2.8333,2.9769,2.9405,86,No,Yes,Eligible,1,Not Completed,Medium Risk
S1731,D/COE/25/1741,Student_1731,Male,39,D003,4,7,3.6476,3.796,3.6757,79,No,Yes,Not Eligible,0,Completed,Low Risk
S1732,D/ICT/25/1742,Student_1732,Female,41,D005,2,3,3.8957,3.965,3.95,74,No,Yes,Not Eligible,0,Completed,Low Risk
S1733,D/ICT/25/1743,Student_1733,Male,41,D005,2,3,2.5478,2.17,2.3726,85,No,No,Not Eligible,3,Not Completed,High Risk
S1734,D/BCS/25/1744,Student_1734,Female,40,D002,3,5,2.3077,1.7579,2.0385,80,No,Yes,Eligible,5,Not Completed,High Risk
S1735,D/DBA/25/1745,Student_1735,Male,41,D004,2,4,3.75,3.5667,3.6354,81,No,Yes,Eligible,0,Completed,Low Risk
S1736,D/BCS/25/1746,Student_1736,Male,40,D002,3,5,2.7846,2.3053,2.5577,89,No,Yes,Eligible,1,Not Completed,Medium Risk
S1737,D/BCS/25/1747,Student_1737,Female,41,D002,2,4,3.9368,3.9,3.8526,100,No,Yes,Eligible,0,Completed,Low Risk
S1738,D/COE/25/1748,Student_1738,Male,40,D003,3,6,3.516,3.2556,3.1893,73,No,No,Not Eligible,0,Completed,Low Risk
S1739,D/BCS/25/1749,Student_1739,Female,40,D002,3,6,3.8231,3.7154,3.7631,94,No,Yes,Eligible,0,Completed,Low Risk
S1740,D/BSE/25/1750,Student_1740,Female,40,D001,3,5,3.6,3.7211,3.7308,84,No,No,Not Eligible,0,Completed,Low Risk
S1741,D/BSE/25/1751,Student_1741,Male,42,D001,1,1,3.8429,0.0,3.8429,85,No,Yes,Eligible,0,Completed,Low Risk
S1742,D/COE/25/1752,Student_1742,Male,41,D003,2,4,3.9526,3.7474,3.7886,100,No,Yes,Eligible,0,Completed,Low Risk
S1743,D/BCS/25/1753,Student_1743,Male,39,D002,4,8,3.18,3.4,3.181,79,Yes,Yes,Eligible,0,Completed,Low Risk
S1744,D/COE/25/1754,Student_1744,Female,41,D003,2,4,2.3737,3.0895,2.6861,88,No,Yes,Eligible,0,Completed,Medium Risk
S1745,D/BSE/25/1755,Student_1745,Female,41,D001,2,4,3.6158,3.78,3.6564,62,No,Yes,Not Eligible,0,Completed,Low Risk
S1746,D/DBA/25/1756,Student_1746,Male,41,D004,2,4,2.5214,2.6667,2.5169,100,No,Yes,Eligible,1,Not Completed,Medium Risk
S1747,D/BSE/25/1757,Student_1747,Male,42,D001,1,1,3.2857,0.0,3.2857,79,Yes,Yes,Eligible,0,Completed,Low Risk
S1748,D/BCS/25/1758,Student_1748,Male,42,D002,1,1,3.9333,0.0,3.9333,89,No,Yes,Eligible,0,Completed,Low Risk
S1749,D/ICT/25/1759,Student_1749,Male,41,D005,2,3,3.913,3.905,3.8661,84,No,Yes,Eligible,0,Completed,Low Risk
S1750,D/DBA/25/1760,Student_1750,Male,42,D004,1,1,3.9125,0.0,3.9125,83,No,Yes,Eligible,0,Completed,Low Risk
S1751,D/DBA/25/1761,Student_1751,Female,40,D004,3,5,3.1474,3.5071,3.2369,79,No,Yes,Not Eligible,0,Completed,Low Risk
S1752,D/BSE/25/1762,Student_1752,Female,42,D001,1,1,2.9714,0.0,2.9714,89,No,Yes,Eligible,0,Completed,Medium Risk
S1753,D/BCS/25/1763,Student_1753,Male,42,D002,1,1,3.6667,0.0,3.6667,88,No,Yes,Eligible,0,Completed,Low Risk
S1754,D/BCS/25/1764,Student_1754,Male,42,D002,1,1,3.0905,0.0,3.0905,83,No,Yes,Eligible,0,Completed,Low Risk
S1755,D/BSE/25/1765,Student_1755,Female,41,D001,2,4,3.6474,3.74,3.6218,87,No,Yes,Eligible,0,Completed,Low Risk
S1756,D/BSE/25/1766,Student_1756,Male,41,D001,2,4,3.8579,3.6,3.7462,78,No,Yes,Not Eligible,0,Completed,Low Risk
S1757,D/BCS/25/1767,Student_1757,Male,40,D002,3,5,3.2846,3.1474,3.05,80,No,Yes,Eligible,0,Completed,Low Risk
S1758,D/BCS/25/1768,Student_1758,Female,42,D002,1,2,3.3056,3.019,3.1513,85,No,Yes,Eligible,0,Completed,Low Risk
S1759,D/BSE/25/1769,Student_1759,Female,41,D001,2,3,3.04,2.2167,2.6271,76,No,Yes,Not Eligible,1,Not Completed,Medium Risk
S1760,D/COE/25/1770,Student_1760,Male,42,D003,1,2,3.82,3.7095,3.7634,95,No,Yes,Eligible,0,Completed,Low Risk
